[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.028501772744401424, 0.5724734088339787]]
[[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0.11522337695316583, 0.11522337695316583, 0.11522337695316583, 0.11522337695316583, 0.042388311523417085, 0.042388311523417085, 0.042388311523417085, 0.042388311523417085, 0.042388311523417085, 0.042388311523417085, 0.042388311523417085, 0.11522337695316583, 0.04238831152341709, 0.04238831152341709, 0.04238831152341709, 0]]
[[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0.07810297622384992, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.5771072728114738, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0.028732479247056353, 0]]
[[2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0.12589645310060965, 0.12589645310060965, 0.12589645310060965, 0.12589645310060965, 0, 0.04631471681211897, 0.04631471681211897, 0.04631471681211897, 0.04631471681211897, 0.04631471681211897, 0.12589645310060965, 0.04631471681211897, 0.04631471681211897, 0.046314716812118975, 0]]
[[1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0.1245454589087034, 0.3385496577686212, 0.04581771382377465, 0, 0.04581771382377465, 0.04581771382377465, 0.04581771382377465, 0.04581771382377465, 0.04581771382377465, 0.04581771382377465, 0.04581771382377465, 0.04581771382377465, 0.1245454589087034, 0]]
[[2, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0.1387486631878173, 0, 0.1387486631878173, 0, 0.1387486631878173, 0.1387486631878173, 0.051042780676818895, 0.051042780676818895, 0.051042780676818895, 0.051042780676818895, 0.1387486631878173, 0.0510427806768189, 0.0510427806768189, 0]]
[[1, 2, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0.32439282214196963, 0, 0.043901794464507586, 0.32439282214196963, 0.043901794464507586, 0.043901794464507586, 0.043901794464507586, 0.043901794464507586, 0.043901794464507586, 0.043901794464507586, 0.043901794464507586, 0]]
[[2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0.15452325657774904, 0.15452325657774904, 0.15452325657774904, 0.15452325657774904, 0.15452325657774904, 0.056845929277813706, 0.056845929277813706, 0.056845929277813706, 0.05684592927781372, 0]]
[[1, 2, 2, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0.18276464465750122, 0.18276464465750122, 0.18276464465750122, 0.18276464465750122, 0.06723535534249878, 0.06723535534249878, 0.06723535534249878, 0.06723535534249878, 0]]
[[2, 2, 2, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0.03833541946806129, 0.03833541946806129, 0.03833541946806129, 0.03833541946806129, 0.7699874831916323, 0.03833541946806129, 0.03833541946806129, 0]]
[[1, 2, 2, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0.18629330463907887, 0.18629330463907887, 0.18629330463907887, 0.18629330463907887, 0, 0.18629330463907887, 0.0685334768046056, 0]]
[[2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 0, 0, 0, 2, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0.017065385160357122, 0.017065385160357122, 0.017065385160357122, 0, 0.9317384593585714, 0.01706538516035712, 0]]
[[1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 0, 0, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0.36552928931500245, 0.13447071068499755, 0.13447071068499755, 0, 0, 0.36552928931500245, 0]]
[[2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 0, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25949646034241913, 0.7053845126982412, 0, 0, 0.03511902695933973, 0]]
[[1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 0, 2, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9525741268224334, 0, 0, 0, 0.04742587317756679, 0]]
